ID,Husband_Education,Husband_Race,Couple_Race,Duration,Divorce
6997,Less than 12 years,Other Ethnic Groups,Same-Race,26.015,0
7000,12-15 years,Other Ethnic Groups,Same-Race,26.762,0
7001,Less than 12 years,Other Ethnic Groups,Same-Race,3.1235,1
7007,Less than 12 years,Other Ethnic Groups,Same-Race,9.495,1
7013,Less than 12 years,Other Ethnic Groups,Same-Race,9.347,1
7016,12-15 years,Other Ethnic Groups,Same-Race,40.698,0
7021,12-15 years,Other Ethnic Groups,Same-Race,7.584,0
7023,Less than 12 years,Other Ethnic Groups,Same-Race,11.748,1
7025,12-15 years,Other Ethnic Groups,Same-Race,50.494,0
7027,12-15 years,Other Ethnic Groups,Same-Race,22.992,0
7037,12-15 years,Other Ethnic Groups,Same-Race,10.338,1
7039,Less than 12 years,Other Ethnic Groups,Same-Race,40.093,0
7042,Less than 12 years,Other Ethnic Groups,Same-Race,40.093,0
7046,12-15 years,Other Ethnic Groups,Same-Race,18.519,0
7052,Less than 12 years,Other Ethnic Groups,Same-Race,9.437,0
7055,12-15 years,Other Ethnic Groups,Same-Race,9.437,0
7057,12-15 years,Other Ethnic Groups,Same-Race,26.554,0
7060,12-15 years,Other Ethnic Groups,Same-Race,26.554,0
7064,12-15 years,Black,Same-Race,.238,0
7069,12-15 years,Black,Same-Race,.498,1
7077,12-15 years,Black,Same-Race,11.028,1
7080,12-15 years,Other Ethnic Groups,Same-Race,45.96,0
7087,12-15 years,Other Ethnic Groups,Same-Race,34.502,0
7089,12-15 years,Other Ethnic Groups,Same-Race,13.7505,1
7094,12-15 years,Other Ethnic Groups,Same-Race,5.451,0
7101,12-15 years,Other Ethnic Groups,Same-Race,7.915,1
7119,12-15 years,Other Ethnic Groups,Same-Race,9.7195,1
7121,12-15 years,Other Ethnic Groups,Same-Race,2.4175,1
7124,Less than 12 years,Other Ethnic Groups,Mixed-Race,55.42,0
7130,Less than 12 years,Black,Mixed-Race,15.995,0
7137,12-15 years,Black,Same-Race,4.958,0
7142,12-15 years,Black,Mixed-Race,15.995,0
7144,12-15 years,Other Ethnic Groups,Same-Race,28.008,0
7147,12-15 years,Other Ethnic Groups,Same-Race,1.002,0
7149,12-15 years,Other Ethnic Groups,Same-Race,14.749,1
7151,12-15 years,Other Ethnic Groups,Same-Race,42.023,0
7154,Less than 12 years,Other Ethnic Groups,Same-Race,42.023,0
7161,12-15 years,Other Ethnic Groups,Same-Race,5.235,0
7179,12-15 years,Other Ethnic Groups,Same-Race,3.2495,1
7192,Less than 12 years,Other Ethnic Groups,Same-Race,51.57,0
7195,12-15 years,Other Ethnic Groups,Same-Race,38.585,0
7197,12-15 years,Other Ethnic Groups,Same-Race,20,0
7201,12-15 years,Other Ethnic Groups,Same-Race,15.997,0
7204,12-15 years,Other Ethnic Groups,Same-Race,15.997,0
7207,12-15 years,Other Ethnic Groups,Same-Race,24.999,0
7210,16+ years,Other Ethnic Groups,Same-Race,5.421,1
7217,Less than 12 years,Other Ethnic Groups,Same-Race,3.447,0
7219,12-15 years,Other Ethnic Groups,Same-Race,9.999,0
7227,16+ years,Other Ethnic Groups,Same-Race,37.999,0
7231,12-15 years,Black,Same-Race,22.4995,1
7233,16+ years,Other Ethnic Groups,Mixed-Race,4.4575,1
7236,12-15 years,Other Ethnic Groups,Same-Race,12.4995,1
7239,Less than 12 years,Other Ethnic Groups,Same-Race,8.35,0
7243,12-15 years,Other Ethnic Groups,Same-Race,11.532,0
7249,12-15 years,Other Ethnic Groups,Same-Race,18.237,0
7251,12-15 years,Other Ethnic Groups,Same-Race,18.237,0
7253,12-15 years,Other Ethnic Groups,Same-Race,54.91,0
7257,12-15 years,Other Ethnic Groups,Same-Race,1.752,1
7263,16+ years,Other Ethnic Groups,Same-Race,14.998,0
7266,12-15 years,Other Ethnic Groups,Same-Race,12,0
7271,Less than 12 years,Other Ethnic Groups,Same-Race,48.999,0
7273,12-15 years,Other Ethnic Groups,Same-Race,41.947,0
7277,16+ years,Other Ethnic Groups,Same-Race,17.506,0
7278,16+ years,Other Ethnic Groups,Same-Race,17.506,0
7283,12-15 years,Other Ethnic Groups,Same-Race,1.465,0
7289,12-15 years,Other Ethnic Groups,Same-Race,5.829,1
7295,12-15 years,Other Ethnic Groups,Same-Race,37.158,0
7297,Less than 12 years,Other Ethnic Groups,Same-Race,29.999,0
7301,12-15 years,Other Ethnic Groups,Same-Race,1.407,0
7303,12-15 years,Other Ethnic Groups,Same-Race,9.999,0
7305,12-15 years,Other Ethnic Groups,Same-Race,1.1585,1
7310,16+ years,Other Ethnic Groups,Same-Race,9.999,1
7317,Less than 12 years,Other Ethnic Groups,Same-Race,12.769,0
7320,Less than 12 years,Other Ethnic Groups,Mixed-Race,44.999,0
7324,12-15 years,Black,Same-Race,12.8295,1
7328,Less than 12 years,Black,Same-Race,40.854,0
7331,12-15 years,Other Ethnic Groups,Same-Race,5.081,1
7337,12-15 years,Other Ethnic Groups,Same-Race,18.875,0
7339,12-15 years,Other Ethnic Groups,Same-Race,21.352,0
7348,16+ years,Other Ethnic Groups,Same-Race,18.804,0
7353,12-15 years,Other Ethnic Groups,Same-Race,15.064,0
7360,12-15 years,Other Ethnic Groups,Same-Race,8,1
7364,12-15 years,Other Ethnic Groups,Same-Race,37.999,0
7367,12-15 years,Other Ethnic Groups,Same-Race,29.355,0
7370,16+ years,Other Ethnic Groups,Same-Race,4.794,0
7373,12-15 years,Other Ethnic Groups,Mixed-Race,13.372,0
7375,12-15 years,Other Ethnic Groups,Same-Race,35.08,0
7378,12-15 years,Other Ethnic Groups,Same-Race,35.08,0
7384,16+ years,Other Ethnic Groups,Same-Race,2.79,0
7386,12-15 years,Other Ethnic Groups,Same-Race,24.446,1
7389,12-15 years,Other Ethnic Groups,Same-Race,19.42,1
7394,12-15 years,Other Ethnic Groups,Same-Race,10.0835,1
7402,Less than 12 years,Other Ethnic Groups,Same-Race,4.789,0
7404,12-15 years,Other Ethnic Groups,Same-Race,13.697,0
7407,12-15 years,Other Ethnic Groups,Same-Race,10.59,1
7410,12-15 years,Other Ethnic Groups,Same-Race,24.999,0
7413,12-15 years,Other Ethnic Groups,Same-Race,16,0
7417,16+ years,Other Ethnic Groups,Same-Race,12.739,0
7421,Less than 12 years,Other Ethnic Groups,Same-Race,21.648,0
7426,12-15 years,Other Ethnic Groups,Same-Race,19.058,0
7434,12-15 years,Other Ethnic Groups,Same-Race,20.424,0
7441,12-15 years,Other Ethnic Groups,Same-Race,54.251,0
7458,12-15 years,Other Ethnic Groups,Same-Race,25.194,0
7482,Less than 12 years,Other Ethnic Groups,Same-Race,2.623,0
7489,12-15 years,Other Ethnic Groups,Same-Race,18.579,0
7491,Less than 12 years,Other Ethnic Groups,Same-Race,17.413,0
7493,12-15 years,Other Ethnic Groups,Same-Race,30.773,0
7497,12-15 years,Other Ethnic Groups,Same-Race,5.424,0
7502,12-15 years,Other Ethnic Groups,Same-Race,.608,0
7509,12-15 years,Other Ethnic Groups,Same-Race,23.414,0
7510,Less than 12 years,Other Ethnic Groups,Same-Race,.5145,1
7512,Less than 12 years,Other Ethnic Groups,Same-Race,13.999,0
7515,Less than 12 years,Other Ethnic Groups,Same-Race,13.999,0
7518,12-15 years,Other Ethnic Groups,Same-Race,22.442,1
7521,16+ years,Other Ethnic Groups,Same-Race,38.612,0
7526,12-15 years,Other Ethnic Groups,Same-Race,4.994,0
7529,12-15 years,Other Ethnic Groups,Same-Race,28.14,0
7531,Less than 12 years,Other Ethnic Groups,Same-Race,24,0
7534,Less than 12 years,Other Ethnic Groups,Same-Race,57.062,0
7536,Less than 12 years,Other Ethnic Groups,Same-Race,48.17,0
7543,12-15 years,Other Ethnic Groups,Same-Race,23.4,0
7545,12-15 years,Other Ethnic Groups,Same-Race,27.343,0
7549,12-15 years,Other Ethnic Groups,Same-Race,16.832,1
7558,Less than 12 years,Other Ethnic Groups,Same-Race,.999,1
7563,12-15 years,Other Ethnic Groups,Same-Race,1.503,1
7565,Less than 12 years,Black,Same-Race,25.718,1
7568,Less than 12 years,Other Ethnic Groups,Mixed-Race,33.752,0
7569,Less than 12 years,Black,Same-Race,22.428,0
7572,Less than 12 years,Other Ethnic Groups,Same-Race,27.406,0
7584,Less than 12 years,Other Ethnic Groups,Same-Race,.115,0
7586,16+ years,Other Ethnic Groups,Same-Race,52.172,0
7589,12-15 years,Other Ethnic Groups,Same-Race,52.172,0
7593,16+ years,Other Ethnic Groups,Same-Race,19.0825,1
7594,16+ years,Other Ethnic Groups,Same-Race,19.0825,1
7596,12-15 years,Black,Same-Race,32.923,0
7608,16+ years,Other Ethnic Groups,Same-Race,8.613,0
7624,12-15 years,Other Ethnic Groups,Same-Race,1.413,0
7627,16+ years,Other Ethnic Groups,Same-Race,8,0
7630,Less than 12 years,Other Ethnic Groups,Same-Race,48.422,0
7638,Less than 12 years,Other Ethnic Groups,Same-Race,24.526,0
7643,12-15 years,Other Ethnic Groups,Same-Race,22.467,0
7645,Less than 12 years,Other Ethnic Groups,Same-Race,.8735,1
7646,12-15 years,Other Ethnic Groups,Same-Race,3.921,1
7647,Less than 12 years,Other Ethnic Groups,Same-Race,9.27,0
7649,Less than 12 years,Black,Mixed-Race,29.4125,1
7673,12-15 years,Black,Same-Race,13.032,0
7676,Less than 12 years,Other Ethnic Groups,Same-Race,63.45,0
7678,12-15 years,Other Ethnic Groups,Same-Race,43.953,0
7684,12-15 years,Other Ethnic Groups,Same-Race,3.4965,1
7686,Less than 12 years,Other Ethnic Groups,Same-Race,34.691,0
7688,Less than 12 years,Other Ethnic Groups,Same-Race,5.8755,1
7692,12-15 years,Other Ethnic Groups,Same-Race,1.7605,1
7697,12-15 years,Other Ethnic Groups,Same-Race,16.249,0
7703,12-15 years,Other Ethnic Groups,Same-Race,8.534,0
7718,12-15 years,Other Ethnic Groups,Same-Race,12.2,0
7721,16+ years,Other Ethnic Groups,Same-Race,9.4155,1
7725,16+ years,Other Ethnic Groups,Same-Race,9.4155,1
7728,12-15 years,Other Ethnic Groups,Same-Race,46.582,0
7732,12-15 years,Other Ethnic Groups,Same-Race,3.5045,1
7734,16+ years,Other Ethnic Groups,Same-Race,46.705,0
7736,16+ years,Other Ethnic Groups,Same-Race,20.824,0
7742,16+ years,Other Ethnic Groups,Same-Race,6.0015,1
7743,16+ years,Other Ethnic Groups,Same-Race,18.086,1
7745,12-15 years,Other Ethnic Groups,Same-Race,6.0015,1
7747,16+ years,Other Ethnic Groups,Same-Race,25.6235,1
7749,12-15 years,Other Ethnic Groups,Same-Race,23.0005,1
7752,12-15 years,Other Ethnic Groups,Same-Race,20.999,0
7755,12-15 years,Other Ethnic Groups,Same-Race,30.998,0
7760,16+ years,Other Ethnic Groups,Same-Race,14.0835,1
7766,12-15 years,Other Ethnic Groups,Same-Race,16.816,0
7768,Less than 12 years,Other Ethnic Groups,Same-Race,9.58,0
7772,Less than 12 years,Other Ethnic Groups,Same-Race,35.669,0
7774,Less than 12 years,Other Ethnic Groups,Same-Race,40.219,0
7776,12-15 years,Other Ethnic Groups,Same-Race,.252,0
7779,12-15 years,Other Ethnic Groups,Same-Race,.252,0
7784,12-15 years,Other Ethnic Groups,Same-Race,56.761,0
7801,12-15 years,Black,Same-Race,7.6335,1
7803,Less than 12 years,Black,Same-Race,3.332,1
7806,12-15 years,Other Ethnic Groups,Same-Race,7.0475,1
7818,12-15 years,Other Ethnic Groups,Same-Race,.999,0
7822,12-15 years,Other Ethnic Groups,Same-Race,23.8305,1
7828,12-15 years,Other Ethnic Groups,Same-Race,6.338,1
7839,12-15 years,Other Ethnic Groups,Same-Race,3.904,0
7841,12-15 years,Other Ethnic Groups,Same-Race,26.5245,1
7846,12-15 years,Other Ethnic Groups,Same-Race,6.5025,1
7849,12-15 years,Black,Same-Race,25.999,0
7852,12-15 years,Other Ethnic Groups,Same-Race,17.793,0
7853,Less than 12 years,Other Ethnic Groups,Same-Race,1.574,0
7863,12-15 years,Other Ethnic Groups,Same-Race,6.4995,1
7866,12-15 years,Other Ethnic Groups,Same-Race,17.58,1
7882,12-15 years,Other Ethnic Groups,Same-Race,29.7875,1
7883,12-15 years,Other Ethnic Groups,Same-Race,15.669,0
7885,Less than 12 years,Black,Same-Race,18.311,1
7888,Less than 12 years,Other Ethnic Groups,Mixed-Race,18.7955,1
7892,12-15 years,Black,Same-Race,9.897,0
7894,Less than 12 years,Other Ethnic Groups,Mixed-Race,19.6225,1
7905,12-15 years,Other Ethnic Groups,Same-Race,.419,1
7907,Less than 12 years,Other Ethnic Groups,Same-Race,15.7355,1
7911,Less than 12 years,Other Ethnic Groups,Same-Race,2.973,0
7912,12-15 years,Other Ethnic Groups,Same-Race,2.973,0
7915,Less than 12 years,Other Ethnic Groups,Same-Race,9.7635,1
7918,Less than 12 years,Other Ethnic Groups,Same-Race,14.749,0
7920,12-15 years,Other Ethnic Groups,Same-Race,26.998,0
7922,16+ years,Other Ethnic Groups,Same-Race,47.86,0
7924,16+ years,Other Ethnic Groups,Same-Race,18.166,0
7928,Less than 12 years,Other Ethnic Groups,Same-Race,1.719,0
7934,12-15 years,Other Ethnic Groups,Same-Race,18.598,0
7936,16+ years,Other Ethnic Groups,Same-Race,40.411,0
7940,16+ years,Other Ethnic Groups,Same-Race,20.925,0
7943,16+ years,Other Ethnic Groups,Same-Race,13.511,0
7944,Less than 12 years,Other Ethnic Groups,Same-Race,18.505,0
7949,16+ years,Other Ethnic Groups,Same-Race,6.2835,1
7952,12-15 years,Other Ethnic Groups,Same-Race,6.664,1
7953,12-15 years,Other Ethnic Groups,Same-Race,14.327,0
7955,12-15 years,Other Ethnic Groups,Same-Race,33.999,0
7958,12-15 years,Other Ethnic Groups,Same-Race,32.819,0
7974,12-15 years,Other Ethnic Groups,Mixed-Race,9.914,0
7976,Less than 12 years,Other Ethnic Groups,Same-Race,49.99,0
7979,Less than 12 years,Other Ethnic Groups,Same-Race,49.99,0
7981,Less than 12 years,Other Ethnic Groups,Same-Race,45.758,0
7984,Less than 12 years,Other Ethnic Groups,Same-Race,27.499,1
7987,12-15 years,Other Ethnic Groups,Same-Race,28.936,0
7992,16+ years,Other Ethnic Groups,Same-Race,7.1265,1
7998,16+ years,Other Ethnic Groups,Same-Race,.846,0
8002,12-15 years,Other Ethnic Groups,Same-Race,16.616,1
8010,12-15 years,Other Ethnic Groups,Same-Race,16.104,0
8019,Less than 12 years,Other Ethnic Groups,Same-Race,4.9145,1
8027,16+ years,Other Ethnic Groups,Same-Race,24.142,0
8029,12-15 years,Other Ethnic Groups,Same-Race,46.1,0
8036,12-15 years,Other Ethnic Groups,Same-Race,23.7455,1
8038,12-15 years,Other Ethnic Groups,Same-Race,57.561,0
8042,16+ years,Other Ethnic Groups,Same-Race,17.947,0
8043,16+ years,Other Ethnic Groups,Same-Race,17.947,0
8045,12-15 years,Other Ethnic Groups,Same-Race,50.103,0
8048,12-15 years,Other Ethnic Groups,Same-Race,50.103,0
8050,Less than 12 years,Other Ethnic Groups,Same-Race,7.0005,1
8053,Less than 12 years,Other Ethnic Groups,Same-Race,28.997,0
8058,12-15 years,Other Ethnic Groups,Same-Race,8.52,0
8064,12-15 years,Other Ethnic Groups,Same-Race,22.001,0
8070,Less than 12 years,Black,Same-Race,46.24,0
8073,12-15 years,Other Ethnic Groups,Same-Race,60.882,0
8075,16+ years,Other Ethnic Groups,Same-Race,8.7475,1
8083,12-15 years,Other Ethnic Groups,Same-Race,4.865,0
8087,12-15 years,Other Ethnic Groups,Same-Race,17.177,0
8092,12-15 years,Other Ethnic Groups,Same-Race,21.092,0
8094,Less than 12 years,Other Ethnic Groups,Same-Race,55.14,0
8098,Less than 12 years,Other Ethnic Groups,Same-Race,43.984,0
8101,Less than 12 years,Other Ethnic Groups,Same-Race,49.142,0
8103,12-15 years,Other Ethnic Groups,Same-Race,15.617,1
8107,12-15 years,Other Ethnic Groups,Same-Race,17.722,0
8111,12-15 years,Other Ethnic Groups,Same-Race,32.419,0
8114,Less than 12 years,Other Ethnic Groups,Same-Race,2.0015,1
8122,Less than 12 years,Other Ethnic Groups,Same-Race,38.743,0
8124,Less than 12 years,Other Ethnic Groups,Same-Race,50.24,0
8128,Less than 12 years,Other Ethnic Groups,Same-Race,1.415,0
8131,12-15 years,Other Ethnic Groups,Same-Race,27.023,0
8133,12-15 years,Other Ethnic Groups,Same-Race,9.3745,1
8138,12-15 years,Other Ethnic Groups,Same-Race,4,1
8144,16+ years,Other Ethnic Groups,Same-Race,26.196,0
8146,12-15 years,Other Ethnic Groups,Same-Race,14.001,0
8149,12-15 years,Other Ethnic Groups,Same-Race,14.001,0
8151,Less than 12 years,Other Ethnic Groups,Mixed-Race,22.582,1
8157,12-15 years,Other Ethnic Groups,Same-Race,23.351,0
8161,Less than 12 years,Other Ethnic Groups,Same-Race,11.923,1
8172,12-15 years,Other Ethnic Groups,Mixed-Race,6.4585,1
8183,12-15 years,Other Ethnic Groups,Same-Race,9.259,0
8186,12-15 years,Other Ethnic Groups,Same-Race,42.097,0
8192,Less than 12 years,Other Ethnic Groups,Same-Race,12.1205,1
8198,12-15 years,Other Ethnic Groups,Same-Race,7.009,0
8210,12-15 years,Black,Mixed-Race,10.122,1
8218,Less than 12 years,Other Ethnic Groups,Mixed-Race,42.376,0
8221,12-15 years,Other Ethnic Groups,Same-Race,23.042,0
8223,12-15 years,Other Ethnic Groups,Same-Race,19.003,0
8225,16+ years,Other Ethnic Groups,Same-Race,13.999,0
8228,12-15 years,Other Ethnic Groups,Same-Race,13.999,0
8231,Less than 12 years,Other Ethnic Groups,Same-Race,1.068,0
8233,Less than 12 years,Other Ethnic Groups,Same-Race,27.201,0
8244,Less than 12 years,Other Ethnic Groups,Same-Race,.917,1
8245,16+ years,Other Ethnic Groups,Same-Race,2.168,1
8247,12-15 years,Other Ethnic Groups,Same-Race,8.583,1
8255,Less than 12 years,Black,Same-Race,9.142,0
8260,Less than 12 years,Other Ethnic Groups,Mixed-Race,53.04,0
8265,16+ years,Other Ethnic Groups,Same-Race,.676,0
8266,12-15 years,Other Ethnic Groups,Same-Race,4.085,1
8270,Less than 12 years,Black,Same-Race,6.177,0
8275,12-15 years,Other Ethnic Groups,Same-Race,6.661,0
8278,12-15 years,Other Ethnic Groups,Mixed-Race,5.1635,1
8283,12-15 years,Black,Same-Race,3.285,0
8288,16+ years,Other Ethnic Groups,Same-Race,13.2925,1
8292,16+ years,Other Ethnic Groups,Same-Race,12.586,1
8294,Less than 12 years,Other Ethnic Groups,Same-Race,5.002,0
8295,12-15 years,Other Ethnic Groups,Same-Race,12.794,0
8298,12-15 years,Other Ethnic Groups,Same-Race,7.0005,1
8300,12-15 years,Other Ethnic Groups,Same-Race,20.3645,1
8302,16+ years,Other Ethnic Groups,Same-Race,10.806,0
8307,16+ years,Other Ethnic Groups,Same-Race,5.043,0
8311,16+ years,Black,Same-Race,7.948,0
8314,12-15 years,Black,Mixed-Race,10.9655,1
8321,12-15 years,Black,Mixed-Race,11.953,0
8335,12-15 years,Other Ethnic Groups,Mixed-Race,3.77,0
8340,12-15 years,Other Ethnic Groups,Mixed-Race,2.001,0
8348,12-15 years,Black,Same-Race,7.94,0
8350,Less than 12 years,Black,Same-Race,20,0
8353,12-15 years,Black,Same-Race,20,0
8358,16+ years,Other Ethnic Groups,Same-Race,6.207,0
8364,12-15 years,Other Ethnic Groups,Same-Race,1.799,0
8372,12-15 years,Other Ethnic Groups,Same-Race,2.649,1
8376,Less than 12 years,Other Ethnic Groups,Same-Race,56.999,0
8380,Less than 12 years,Other Ethnic Groups,Same-Race,11.502,0
8385,Less than 12 years,Other Ethnic Groups,Same-Race,27.496,0
8390,Less than 12 years,Other Ethnic Groups,Same-Race,11.502,0
8396,16+ years,Other Ethnic Groups,Same-Race,2.502,0
8405,12-15 years,Other Ethnic Groups,Same-Race,15.0035,1
8419,16+ years,Other Ethnic Groups,Same-Race,.567,0
8423,Less than 12 years,Other Ethnic Groups,Mixed-Race,26.3765,1
8427,12-15 years,Other Ethnic Groups,Mixed-Race,3.335,1
8433,Less than 12 years,Black,Mixed-Race,.9995,1
8444,12-15 years,Black,Same-Race,15.63,0
8451,Less than 12 years,Black,Mixed-Race,23.231,0
8453,12-15 years,Black,Mixed-Race,16.3175,1
8456,Less than 12 years,Other Ethnic Groups,Mixed-Race,16.3315,1
8466,16+ years,Black,Same-Race,7.02,0
8470,12-15 years,Other Ethnic Groups,Mixed-Race,25.366,0
8474,12-15 years,Black,Same-Race,6.8335,1
8480,12-15 years,Black,Mixed-Race,11.206,0
8483,12-15 years,Other Ethnic Groups,Same-Race,18.097,0
8486,Less than 12 years,Other Ethnic Groups,Same-Race,.753,1
8487,12-15 years,Other Ethnic Groups,Same-Race,6.0835,1
8498,Less than 12 years,Other Ethnic Groups,Same-Race,7.31,0
8512,12-15 years,Other Ethnic Groups,Mixed-Race,17.999,0
8517,12-15 years,Black,Same-Race,8.271,1
8520,Less than 12 years,Other Ethnic Groups,Mixed-Race,3.1665,1
8532,Less than 12 years,Other Ethnic Groups,Mixed-Race,10.664,0
8535,12-15 years,Other Ethnic Groups,Same-Race,5.328,0
8547,12-15 years,Other Ethnic Groups,Mixed-Race,22.423,1
8550,12-15 years,Black,Same-Race,20.69,0
8555,12-15 years,Other Ethnic Groups,Mixed-Race,1.41,0
8563,12-15 years,Black,Same-Race,10.168,1
8569,12-15 years,Black,Mixed-Race,3.0005,1
8576,12-15 years,Black,Same-Race,3.291,0
8585,Less than 12 years,Black,Mixed-Race,2.1655,1
8587,Less than 12 years,Black,Same-Race,19.106,1
8589,Less than 12 years,Other Ethnic Groups,Mixed-Race,24.663,0
8594,12-15 years,Black,Mixed-Race,7.02,0
8598,Less than 12 years,Black,Mixed-Race,2.494,0
8600,Less than 12 years,Black,Same-Race,35.001,0
8605,12-15 years,Other Ethnic Groups,Mixed-Race,10.916,0
8613,Less than 12 years,Black,Same-Race,2.779,0
8629,12-15 years,Black,Same-Race,2.749,0
8640,Less than 12 years,Black,Same-Race,6.598,1
8673,Less than 12 years,Black,Same-Race,1.503,0
8683,Less than 12 years,Black,Mixed-Race,19.2775,1
8685,Less than 12 years,Black,Same-Race,38.0915,1
8690,Less than 12 years,Black,Mixed-Race,4,1
8693,12-15 years,Other Ethnic Groups,Mixed-Race,11.2885,1
8702,12-15 years,Black,Mixed-Race,27.441,0
8719,Less than 12 years,Black,Same-Race,9.413,0
8726,12-15 years,Black,Same-Race,8.104,0
8730,12-15 years,Black,Same-Race,4.104,0
8741,12-15 years,Black,Mixed-Race,4.104,0
8743,Less than 12 years,Other Ethnic Groups,Mixed-Race,28,0
8754,Less than 12 years,Black,Same-Race,20.041,0
8758,Less than 12 years,Other Ethnic Groups,Mixed-Race,2.4555,1
8761,Less than 12 years,Other Ethnic Groups,Mixed-Race,38.669,0
8773,16+ years,Other Ethnic Groups,Same-Race,22.502,0
8775,Less than 12 years,Other Ethnic Groups,Same-Race,13.084,1
8780,12-15 years,Other Ethnic Groups,Same-Race,4,1
8786,Less than 12 years,Other Ethnic Groups,Same-Race,1.503,1
8789,12-15 years,Other Ethnic Groups,Same-Race,1.369,0
8795,12-15 years,Other Ethnic Groups,Mixed-Race,40.838,0
8798,12-15 years,Other Ethnic Groups,Mixed-Race,33.689,0
8801,12-15 years,Other Ethnic Groups,Mixed-Race,42.754,0
8805,Less than 12 years,Other Ethnic Groups,Mixed-Race,8.167,1
8813,12-15 years,Black,Mixed-Race,3.1295,1
8815,12-15 years,Black,Same-Race,5.3335,1
8816,16+ years,Black,Same-Race,5.826,1
8822,16+ years,Black,Same-Race,3.173,0
8827,12-15 years,Other Ethnic Groups,Same-Race,7.759,0
8831,Less than 12 years,Other Ethnic Groups,Same-Race,16.219,1
8833,Less than 12 years,Other Ethnic Groups,Same-Race,36.3775,1
8835,12-15 years,Other Ethnic Groups,Same-Race,27.381,0
8837,12-15 years,Other Ethnic Groups,Same-Race,13.922,0
8846,12-15 years,Other Ethnic Groups,Same-Race,8.252,1
8851,12-15 years,Other Ethnic Groups,Same-Race,5.153,0
8854,12-15 years,Other Ethnic Groups,Same-Race,18.319,0
8856,16+ years,Other Ethnic Groups,Same-Race,7.855,1
8860,12-15 years,Other Ethnic Groups,Same-Race,43.556,0
8885,16+ years,Other Ethnic Groups,Same-Race,2.1655,1
8887,12-15 years,Other Ethnic Groups,Same-Race,25.958,0
8908,16+ years,Other Ethnic Groups,Same-Race,4.17,1
8924,12-15 years,Black,Same-Race,8,0
8927,Less than 12 years,Other Ethnic Groups,Mixed-Race,23.918,0
8930,Less than 12 years,Black,Mixed-Race,9.624,0
8932,12-15 years,Other Ethnic Groups,Mixed-Race,7.5975,1
8937,Less than 12 years,Other Ethnic Groups,Mixed-Race,11.1075,1
8939,12-15 years,Black,Mixed-Race,29.1635,1
8959,Less than 12 years,Black,Mixed-Race,11.6605,1
8969,12-15 years,Other Ethnic Groups,Mixed-Race,.167,1
8971,12-15 years,Other Ethnic Groups,Same-Race,29.999,0
8974,12-15 years,Other Ethnic Groups,Same-Race,29.999,0
8978,12-15 years,Other Ethnic Groups,Mixed-Race,15.54,0
8979,Less than 12 years,Black,Mixed-Race,17.582,0
8984,Less than 12 years,Black,Same-Race,14.905,0
8993,12-15 years,Other Ethnic Groups,Mixed-Race,6.8335,1
8997,Less than 12 years,Black,Same-Race,6.04,0
8998,12-15 years,Other Ethnic Groups,Same-Race,6.0015,1
9007,12-15 years,Other Ethnic Groups,Same-Race,9.6945,1
9012,12-15 years,Other Ethnic Groups,Same-Race,20.29,0
9013,12-15 years,Other Ethnic Groups,Same-Race,20.29,0
9018,12-15 years,Other Ethnic Groups,Same-Race,13.155,0
9028,12-15 years,Other Ethnic Groups,Same-Race,14.1655,1
9042,12-15 years,Other Ethnic Groups,Same-Race,12.665,0
9049,12-15 years,Other Ethnic Groups,Same-Race,12.578,1
9057,12-15 years,Other Ethnic Groups,Same-Race,.164,0
9060,12-15 years,Other Ethnic Groups,Mixed-Race,45.164,0
9062,Less than 12 years,Black,Same-Race,12.999,0
9065,Less than 12 years,Other Ethnic Groups,Mixed-Race,4.539,0
9067,12-15 years,Black,Mixed-Race,14.8365,1
9069,Less than 12 years,Black,Same-Race,11.9645,1
9082,12-15 years,Other Ethnic Groups,Same-Race,16.504,1
9088,12-15 years,Other Ethnic Groups,Same-Race,5.503,1
9091,12-15 years,Other Ethnic Groups,Same-Race,16.504,1
9096,12-15 years,Other Ethnic Groups,Same-Race,5.503,1
9098,12-15 years,Black,Mixed-Race,11.001,0
9100,Less than 12 years,Other Ethnic Groups,Same-Race,17.2185,1
9102,Less than 12 years,Other Ethnic Groups,Same-Race,18.023,0
9108,12-15 years,Black,Mixed-Race,20.252,1
9112,12-15 years,Black,Same-Race,17.5825,1
9118,Less than 12 years,Other Ethnic Groups,Mixed-Race,6.0015,1
9126,Less than 12 years,Black,Same-Race,50.108,0
9131,12-15 years,Black,Same-Race,4.9145,1
9133,Less than 12 years,Black,Same-Race,2.004,0
9146,Less than 12 years,Black,Same-Race,4.225,0
9158,12-15 years,Black,Same-Race,29.077,0
9161,16+ years,Other Ethnic Groups,Mixed-Race,39.669,0
9163,12-15 years,Black,Same-Race,3.3375,1
9171,Less than 12 years,Other Ethnic Groups,Same-Race,2.171,1
9173,Less than 12 years,Other Ethnic Groups,Same-Race,56.668,0
9188,Less than 12 years,Other Ethnic Groups,Same-Race,49.511,0
9192,12-15 years,Other Ethnic Groups,Same-Race,15.17,0
9198,Less than 12 years,Other Ethnic Groups,Same-Race,25.018,0
9199,Less than 12 years,Other Ethnic Groups,Same-Race,6.897,0
9219,12-15 years,Other Ethnic Groups,Mixed-Race,18.374,0
9232,12-15 years,Black,Mixed-Race,3.666,1
